线段编号,无人机编号,关联任务,线段类型,起点X_m,起点Y_m,终点X_m,终点Y_m,线段长度_m,速度_m_s,单位路径药量_L_m,开始时间_min,结束时间_min,起始续航_min,结束续航_min,起始药量_L,结束药量_L
UAV-1-L324,UAV-1,D07,覆盖连接段,377.16,66.83,373.75,70.67,5.14,3.0,0.007782,81.7069,81.7355,10.9244,10.8959,12.8539,12.814
UAV-1-L325,UAV-1,D07,覆盖喷洒段,373.75,70.67,428.71,96.3,60.64,3.0,0.007782,81.7355,82.0723,10.8959,10.559,12.814,12.342
UAV-1-L326,UAV-1,D07,覆盖连接段,428.71,96.3,427.2,101.02,4.96,3.0,0.007782,82.0723,82.0999,10.559,10.5315,12.342,12.3034
UAV-1-L327,UAV-1,D07,覆盖喷洒段,427.2,101.02,371.09,74.86,61.9,3.0,0.007782,82.0999,82.4438,10.5315,10.1876,12.3034,11.8217
UAV-1-L328,UAV-1,D07,覆盖连接段,371.09,74.86,369.16,79.39,4.92,3.0,0.007782,82.4438,82.4711,10.1876,10.1602,11.8217,11.7834
UAV-1-L329,UAV-1,D07,覆盖喷洒段,369.16,79.39,424.97,105.41,61.58,3.0,0.007782,82.4711,82.8133,10.1602,9.8181,11.7834,11.3041
UAV-1-L330,UAV-1,D07,覆盖连接段,424.97,105.41,422.02,109.47,5.01,3.0,0.007782,82.8133,82.8411,9.8181,9.7902,11.3041,11.2651
UAV-1-L331,UAV-1,D07,覆盖喷洒段,422.02,109.47,367.95,84.25,59.66,3.0,0.007782,82.8411,83.1726,9.7902,9.4588,11.2651,10.8008
UAV-1-L332,UAV-1,D07,覆盖连接段,367.95,84.25,367.54,89.49,5.26,3.0,0.007782,83.1726,83.2018,9.4588,9.4296,10.8008,10.7599
UAV-1-L333,UAV-1,D07,覆盖喷洒段,367.54,89.49,418.27,113.15,55.98,3.0,0.007782,83.2018,83.5128,9.4296,9.1186,10.7599,10.3243
UAV-1-L334,UAV-1,D07,覆盖连接段,418.27,113.15,413.54,116.37,5.72,3.0,0.007782,83.5128,83.5446,9.1186,9.0868,10.3243,10.2797
UAV-1-L335,UAV-1,D07,覆盖喷洒段,413.54,116.37,368.11,95.18,50.13,3.0,0.007782,83.5446,83.8231,9.0868,8.8083,10.2797,9.8896
UAV-1-L336,UAV-1,D07,覆盖连接段,368.11,95.18,370.07,101.53,6.64,3.0,0.007782,83.8231,83.86,8.8083,8.7714,9.8896,9.8379
UAV-1-L337,UAV-1,D07,覆盖喷洒段,370.07,101.53,407.43,118.95,41.22,3.0,0.007782,83.86,84.089,8.7714,8.5424,9.8379,9.5171
UAV-1-L338,UAV-1,D07,覆盖连接段,407.43,118.95,398.59,120.26,8.93,3.0,0.007782,84.089,84.1386,8.5424,8.4928,9.5171,9.4476
UAV-1-L339,UAV-1,D07,覆盖喷洒段,398.59,120.26,374.75,109.14,26.31,3.0,0.007782,84.1386,84.2848,8.4928,8.3466,9.4476,9.2429
UAV-1-L340,UAV-1,D03,飞行-区域间,374.75,109.14,317.02,0.0,123.46,6.0,0.0,84.2848,84.6277,8.3466,8.0036,9.2429,9.2429
UAV-1-L341,UAV-1,D03,覆盖喷洒段,317.02,0.0,329.02,5.59,13.23,3.0,0.004531,84.6277,84.7012,8.0036,7.9301,9.2429,9.1829
UAV-1-L342,UAV-1,D03,覆盖连接段,329.02,5.59,327.19,10.17,4.93,3.0,0.004531,84.7012,84.7286,7.9301,7.9027,9.1829,9.1606
UAV-1-L343,UAV-1,D03,覆盖喷洒段,327.19,10.17,305.69,0.14,23.73,3.0,0.004531,84.7286,84.8604,7.9027,7.7709,9.1606,9.053
UAV-1-L344,UAV-1,D03,覆盖连接段,305.69,0.14,305.35,5.41,5.28,3.0,0.004531,84.8604,84.8898,7.7709,7.7416,9.053,9.0291
UAV-1-L345,UAV-1,D03,覆盖喷洒段,305.35,5.41,323.37,13.82,19.89,3.0,0.004531,84.8898,85.0003,7.7416,7.6311,9.0291,8.939
UAV-1-L346,UAV-1,D03,覆盖连接段,323.37,13.82,314.94,15.31,8.56,3.0,0.004531,85.0003,85.0479,7.6311,7.5835,8.939,8.9002
UAV-1-L347,UAV-1,D03,覆盖喷洒段,314.94,15.31,309.62,12.83,5.87,3.0,0.004531,85.0479,85.0805,7.5835,7.5509,8.9002,8.8736
UAV-1-L348,UAV-1,D04,飞行-区域间,309.62,12.83,531.08,0.0,221.83,6.0,0.0,85.0805,85.6967,7.5509,6.9347,8.8736,8.8736
UAV-1-L349,UAV-1,D04,覆盖喷洒段,531.08,0.0,550.42,9.02,21.34,3.0,0.00973,85.6967,85.8153,6.9347,6.8161,8.8736,8.6659
UAV-1-L350,UAV-1,D04,覆盖连接段,550.42,9.02,554.64,16.41,8.51,3.0,0.00973,85.8153,85.8625,6.8161,6.7688,8.6659,8.5831
UAV-1-L351,UAV-1,D04,覆盖喷洒段,554.64,16.41,519.44,0.0,38.84,3.0,0.00973,85.8625,86.0783,6.7688,6.5531,8.5831,8.2052
UAV-1-L352,UAV-1,D04,覆盖连接段,519.44,0.0,507.8,0.0,11.64,3.0,0.00973,86.0783,86.143,6.5531,6.4884,8.2052,8.092
UAV-1-L353,UAV-1,D04,覆盖喷洒段,507.8,0.0,557.24,23.05,54.55,3.0,0.00973,86.143,86.446,6.4884,6.1853,8.092,7.5612
UAV-1-L354,UAV-1,D04,覆盖连接段,557.24,23.05,558.8,29.21,6.35,3.0,0.00973,86.446,86.4813,6.1853,6.15,7.5612,7.4994
UAV-1-L355,UAV-1,D04,覆盖喷洒段,558.8,29.21,496.15,0.0,69.12,3.0,0.00973,86.4813,86.8653,6.15,5.766,7.4994,6.8269
UAV-1-L356,UAV-1,D04,覆盖连接段,496.15,0.0,484.51,0.0,11.64,3.0,0.00973,86.8653,86.93,5.766,5.7014,6.8269,6.7136
UAV-1-L357,UAV-1,D04,覆盖喷洒段,484.51,0.0,559.58,35.01,82.83,3.0,0.00973,86.93,87.3902,5.7014,5.2412,6.7136,5.9076
UAV-1-L358,UAV-1,D04,覆盖连接段,559.58,35.01,559.75,40.51,5.51,3.0,0.00973,87.3902,87.4208,5.2412,5.2106,5.9076,5.854
UAV-1-L359,UAV-1,D04,覆盖喷洒段,559.75,40.51,472.87,-0.0,95.86,3.0,0.00973,87.4208,87.9534,5.2106,4.678,5.854,4.9213
UAV-1-L360,UAV-1,D04,覆盖连接段,472.87,-0.0,466.41,2.41,6.9,3.0,0.00973,87.9534,87.9917,4.678,4.6397,4.9213,4.8542
UAV-1-L361,UAV-1,D04,覆盖喷洒段,466.41,2.41,559.38,45.77,102.59,3.0,0.00973,87.9917,88.5616,4.6397,4.0698,4.8542,3.8561
UAV-1-L362,UAV-1,D04,覆盖连接段,559.38,45.77,558.54,50.8,5.11,3.0,0.00973,88.5616,88.59,4.0698,4.0414,3.8561,3.8064
UAV-1-L363,UAV-1,D04,覆盖喷洒段,558.54,50.8,483.42,15.78,82.88,3.0,0.00973,88.59,89.0504,4.0414,3.581,3.8064,3.0
UAV-1-L364,UAV-1,D04,补给转场-去程,483.42,15.78,423.62,429.66,418.18,6.0,0.0,89.0504,90.212,3.581,2.4193,3.0,3.0
UAV-1-L365,UAV-1,D04,补给转场-返程,423.62,429.66,483.42,15.78,418.18,6.0,0.0,90.212,91.3736,25.0,23.8384,30.0,30.0
UAV-1-L366,UAV-1,D04,覆盖喷洒段,483.42,15.78,463.1,6.3,22.43,3.0,0.00973,91.3736,91.4983,23.8384,23.7138,30.0,29.7818
UAV-1-L367,UAV-1,D04,覆盖连接段,463.1,6.3,460.22,10.39,5.0,3.0,0.00973,91.4983,91.526,23.7138,23.686,29.7818,29.7331
UAV-1-L368,UAV-1,D04,覆盖喷洒段,460.22,10.39,557.26,55.64,107.07,3.0,0.00973,91.526,92.1208,23.686,23.0912,29.7331,28.6914
UAV-1-L369,UAV-1,D04,覆盖连接段,557.26,55.64,555.56,60.27,4.94,3.0,0.00973,92.1208,92.1483,23.0912,23.0638,28.6914,28.6434
UAV-1-L370,UAV-1,D04,覆盖喷洒段,555.56,60.27,457.77,14.67,107.9,3.0,0.00973,92.1483,92.7477,23.0638,22.4643,28.6434,27.5935
UAV-1-L371,UAV-1,D04,覆盖连接段,457.77,14.67,455.71,19.14,4.92,3.0,0.00973,92.7477,92.775,22.4643,22.437,27.5935,27.5456
UAV-1-L372,UAV-1,D04,覆盖喷洒段,455.71,19.14,553.45,64.72,107.84,3.0,0.00973,92.775,93.3742,22.437,21.8379,27.5456,26.4964
UAV-1-L373,UAV-1,D04,覆盖连接段,553.45,64.72,550.93,68.97,4.94,3.0,0.00973,93.3742,93.4016,21.8379,21.8104,26.4964,26.4483
UAV-1-L374,UAV-1,D04,覆盖喷洒段,550.93,68.97,454.07,23.8,106.87,3.0,0.00973,93.4016,93.9954,21.8104,21.2167,26.4483,25.4084
UAV-1-L375,UAV-1,D04,覆盖连接段,454.07,23.8,452.85,28.66,5.01,3.0,0.00973,93.9954,94.0232,21.2167,21.1888,25.4084,25.3597
UAV-1-L376,UAV-1,D04,覆盖喷洒段,452.85,28.66,547.99,73.03,104.98,3.0,0.00973,94.0232,94.6064,21.1888,20.6056,25.3597,24.3383
UAV-1-L377,UAV-1,D04,覆盖连接段,547.99,73.03,544.61,76.88,5.13,3.0,0.00973,94.6064,94.6349,20.6056,20.5772,24.3383,24.2884
UAV-1-L378,UAV-1,D04,覆盖喷洒段,544.61,76.88,452.07,33.73,102.1,3.0,0.00973,94.6349,95.2021,20.5772,20.0099,24.2884,23.295
UAV-1-L379,UAV-1,D04,覆盖连接段,452.07,33.73,451.78,39.02,5.3,3.0,0.00973,95.2021,95.2315,20.0099,19.9805,23.295,23.2435
UAV-1-L380,UAV-1,D04,覆盖喷洒段,451.78,39.02,540.74,80.51,98.16,3.0,0.00973,95.2315,95.7769,19.9805,19.4352,23.2435,22.2884
UAV-1-L381,UAV-1,D04,覆盖连接段,540.74,80.51,536.34,83.88,5.55,3.0,0.00973,95.7769,95.8077,19.4352,19.4043,22.2884,22.2344
UAV-1-L382,UAV-1,D04,覆盖喷洒段,536.34,83.88,452.03,44.57,93.03,3.0,0.00973,95.8077,96.3245,19.4043,18.8875,22.2344,21.3293
UAV-1-L383,UAV-1,D04,覆盖连接段,452.03,44.57,452.92,50.41,5.91,3.0,0.00973,96.3245,96.3574,18.8875,18.8547,21.3293,21.2717
UAV-1-L384,UAV-1,D04,覆盖喷洒段,452.92,50.41,531.29,86.96,86.48,3.0,0.00973,96.3574,96.8378,18.8547,18.3742,21.2717,20.4303
UAV-1-L385,UAV-1,D04,覆盖连接段,531.29,86.96,525.44,89.66,6.45,3.0,0.00973,96.8378,96.8736,18.3742,18.3384,20.4303,20.3676
UAV-1-L386,UAV-1,D04,覆盖喷洒段,525.44,89.66,454.61,56.63,78.16,3.0,0.00973,96.8736,97.3078,18.3384,17.9042,20.3676,19.6072
UAV-1-L387,UAV-1,D04,覆盖连接段,454.61,56.63,457.39,63.35,7.28,3.0,0.00973,97.3078,97.3483,17.9042,17.8638,19.6072,19.5363
UAV-1-L388,UAV-1,D04,覆盖喷洒段,457.39,63.35,518.49,91.85,67.42,3.0,0.00973,97.3483,97.7228,17.8638,17.4892,19.5363,18.8804
UAV-1-L389,UAV-1,D04,覆盖连接段,518.49,91.85,509.79,93.22,8.81,3.0,0.00973,97.7228,97.7718,17.4892,17.4403,18.8804,18.7946
UAV-1-L390,UAV-1,D04,覆盖喷洒段,509.79,93.22,461.93,70.9,52.8,3.0,0.00973,97.7718,98.0651,17.4403,17.1469,18.7946,18.2809
UAV-1-L391,UAV-1,D04,覆盖连接段,461.93,70.9,470.68,80.41,12.92,3.0,0.00973,98.0651,98.1369,17.1469,17.0751,18.2809,18.1551
UAV-1-L392,UAV-1,D04,覆盖喷洒段,470.68,80.41,496.91,92.64,28.94,3.0,0.00973,98.1369,98.2977,17.0751,16.9144,18.1551,17.8736
UAV-1-L393,UAV-1,D16,飞行-区域间,496.91,92.64,487.18,136.98,45.4,6.0,0.0,98.2977,98.4238,16.9144,16.7882,17.8736,17.8736
UAV-1-L394,UAV-1,D16,覆盖喷洒段,487.18,136.98,525.88,155.03,42.7,3.0,0.009502,98.4238,98.661,16.7882,16.551,17.8736,17.4679
UAV-1-L395,UAV-1,D16,覆盖连接段,525.88,155.03,531.08,162.88,9.42,3.0,0.009502,98.661,98.7133,16.551,16.4987,17.4679,17.3783
UAV-1-L396,UAV-1,D16,覆盖喷洒段,531.08,162.88,477.82,138.05,58.77,3.0,0.009502,98.7133,99.0398,16.4987,16.1722,17.3783,16.8199
UAV-1-L397,UAV-1,D16,覆盖连接段,477.82,138.05,470.67,140.14,7.45,3.0,0.009502,99.0398,99.0812,16.1722,16.1308,16.8199,16.7492
UAV-1-L398,UAV-1,D16,覆盖喷洒段,470.67,140.14,534.05,169.7,69.93,3.0,0.009502,99.0812,99.4697,16.1308,15.7423,16.7492,16.0847
UAV-1-L399,UAV-1,D16,覆盖连接段,534.05,169.7,535.77,175.93,6.46,3.0,0.009502,99.4697,99.5056,15.7423,15.7064,16.0847,16.0233
UAV-1-L400,UAV-1,D16,覆盖喷洒段,535.77,175.93,464.79,142.83,78.32,3.0,0.009502,99.5056,99.9408,15.7064,15.2713,16.0233,15.2791
UAV-1-L401,UAV-1,D16,覆盖连接段,464.79,142.83,459.8,145.93,5.88,3.0,0.009502,99.9408,99.9734,15.2713,15.2386,15.2791,15.2233
UAV-1-L402,UAV-1,D16,覆盖喷洒段,459.8,145.93,536.61,181.75,84.75,3.0,0.009502,99.9734,100.4442,15.2386,14.7678,15.2233,14.418
UAV-1-L403,UAV-1,D16,覆盖连接段,536.61,181.75,536.76,187.25,5.5,3.0,0.009502,100.4442,100.4748,14.7678,14.7372,14.418,14.3658
UAV-1-L404,UAV-1,D16,覆盖喷洒段,536.76,187.25,455.5,149.35,89.66,3.0,0.009502,100.4748,100.9729,14.7372,14.2391,14.3658,13.5139
UAV-1-L405,UAV-1,D16,覆盖连接段,455.5,149.35,451.78,153.05,5.24,3.0,0.009502,100.9729,101.002,14.2391,14.21,13.5139,13.4641
UAV-1-L406,UAV-1,D16,覆盖喷洒段,451.78,153.05,536.32,192.47,93.28,3.0,0.009502,101.002,101.5202,14.21,13.6918,13.4641,12.5778
UAV-1-L407,UAV-1,D16,覆盖连接段,536.32,192.47,535.36,197.45,5.07,3.0,0.009502,101.5202,101.5484,13.6918,13.6636,12.5778,12.5296
UAV-1-L408,UAV-1,D16,覆盖喷洒段,535.36,197.45,448.58,156.98,95.75,3.0,0.009502,101.5484,102.0804,13.6636,13.1316,12.5296,11.6198
UAV-1-L409,UAV-1,D16,覆盖连接段,448.58,156.98,445.85,161.14,4.97,3.0,0.009502,102.0804,102.108,13.1316,13.104,11.6198,11.5725
UAV-1-L410,UAV-1,D16,覆盖喷洒段,445.85,161.14,533.92,202.21,97.18,3.0,0.009502,102.108,102.6479,13.104,12.5641,11.5725,10.6492
UAV-1-L411,UAV-1,D16,覆盖连接段,533.92,202.21,532.03,206.76,4.92,3.0,0.009502,102.6479,102.6752,12.5641,12.5368,10.6492,10.6024
UAV-1-L412,UAV-1,D16,覆盖喷洒段,532.03,206.76,443.58,165.51,97.6,3.0,0.009502,102.6752,103.2174,12.5368,11.9946,10.6024,9.6751
UAV-1-L413,UAV-1,D16,覆盖连接段,443.58,165.51,441.76,170.09,4.93,3.0,0.009502,103.2174,103.2448,11.9946,11.9672,9.6751,9.6283
UAV-1-L414,UAV-1,D16,覆盖喷洒段,441.76,170.09,529.69,211.09,97.02,3.0,0.009502,103.2448,103.7838,11.9672,11.4282,9.6283,8.7064
UAV-1-L415,UAV-1,D16,覆盖连接段,529.69,211.09,526.89,215.22,4.98,3.0,0.009502,103.7838,103.8115,11.4282,11.4005,8.7064,8.6591
UAV-1-L416,UAV-1,D16,覆盖喷洒段,526.89,215.22,440.41,174.89,95.43,3.0,0.009502,103.8115,104.3417,11.4005,10.8704,8.6591,7.7523
UAV-1-L417,UAV-1,D16,覆盖连接段,440.41,174.89,439.53,179.91,5.1,3.0,0.009502,104.3417,104.37,10.8704,10.842,7.7523,7.7039
UAV-1-L418,UAV-1,D16,覆盖喷洒段,439.53,179.91,523.62,219.12,92.77,3.0,0.009502,104.37,104.8854,10.842,10.3266,7.7039,6.8224
UAV-1-L419,UAV-1,D16,覆盖连接段,523.62,219.12,519.8,222.77,5.28,3.0,0.009502,104.8854,104.9147,10.3266,10.2973,6.8224,6.7723
UAV-1-L420,UAV-1,D16,覆盖喷洒段,519.8,222.77,439.18,185.18,88.95,3.0,0.009502,104.9147,105.4089,10.2973,9.8031,6.7723,5.9271
UAV-1-L421,UAV-1,D16,覆盖连接段,439.18,185.18,439.43,190.72,5.55,3.0,0.009502,105.4089,105.4397,9.8031,9.7723,5.9271,5.8744
UAV-1-L422,UAV-1,D16,覆盖喷洒段,439.43,190.72,515.4,226.14,83.82,3.0,0.009502,105.4397,105.9054,9.7723,9.3066,5.8744,5.0779
UAV-1-L423,UAV-1,D16,覆盖连接段,515.4,226.14,510.27,229.18,5.96,3.0,0.009502,105.9054,105.9385,9.3066,9.2735,5.0779,5.0213
UAV-1-L424,UAV-1,D16,覆盖喷洒段,510.27,229.18,440.39,196.6,77.1,3.0,0.009502,105.9385,106.3669,9.2735,8.8452,5.0213,4.2887
UAV-1-L425,UAV-1,D16,覆盖连接段,440.39,196.6,442.28,202.91,6.59,3.0,0.009502,106.3669,106.4035,8.8452,8.8086,4.2887,4.2261
UAV-1-L426,UAV-1,D16,覆盖喷洒段,442.28,202.91,504.22,231.79,68.35,3.0,0.009502,106.4035,106.7831,8.8086,8.4289,4.2261,3.5767
UAV-1-L427,UAV-1,D16,覆盖连接段,504.22,231.79,496.82,233.76,7.66,3.0,0.009502,106.7831,106.8257,8.4289,8.3863,3.5767,3.5039
UAV-1-L428,UAV-1,D16,覆盖喷洒段,496.82,233.76,448.75,211.35,53.04,3.0,0.009502,106.8257,107.1204,8.3863,8.0917,3.5039,3.0
UAV-1-L429,UAV-1,D16,补给转场-去程,448.75,211.35,423.62,429.66,219.75,6.0,0.0,107.1204,107.7308,8.0917,7.4812,3.0,3.0
UAV-1-L430,UAV-1,D16,补给转场-返程,423.62,429.66,448.75,211.35,219.75,6.0,0.0,107.7308,108.3412,25.0,24.3896,30.0,30.0
UAV-1-L431,UAV-1,D16,覆盖喷洒段,448.75,211.35,445.53,209.85,3.55,3.0,0.009502,108.3412,108.3609,24.3896,24.3698,30.0,29.9662
UAV-1-L432,UAV-1,D16,覆盖连接段,445.53,209.85,451.3,217.97,9.96,3.0,0.009502,108.3609,108.4163,24.3698,24.3145,29.9662,29.8716
UAV-1-L433,UAV-1,D16,覆盖喷洒段,451.3,217.97,486.88,234.56,39.26,3.0,0.009502,108.4163,108.6344,24.3145,24.0964,29.8716,29.4986
UAV-1-L434,UAV-1,D20,飞行-区域间,486.88,234.56,846.67,10.15,424.04,6.0,0.0,108.6344,109.8123,24.0964,22.9185,29.4986,29.4986
UAV-1-L435,UAV-1,D20,覆盖喷洒段,846.67,10.15,878.86,25.16,35.52,3.0,0.007846,109.8123,110.0096,22.9185,22.7212,29.4986,29.2199
UAV-1-L436,UAV-1,D20,覆盖连接段,878.86,25.16,882.56,32.32,8.05,3.0,0.007846,110.0096,110.0543,22.7212,22.6765,29.2199,29.1567
UAV-1-L437,UAV-1,D20,覆盖喷洒段,882.56,32.32,838.82,11.92,48.26,3.0,0.007846,110.0543,110.3225,22.6765,22.4083,29.1567,28.7781
UAV-1-L438,UAV-1,D20,覆盖连接段,838.82,11.92,832.96,14.61,6.45,3.0,0.007846,110.3225,110.3583,22.4083,22.3725,28.7781,28.7274
UAV-1-L439,UAV-1,D20,覆盖喷洒段,832.96,14.61,884.25,38.53,56.6,3.0,0.007846,110.3583,110.6727,22.3725,22.058,28.7274,28.2833
UAV-1-L440,UAV-1,D20,覆盖连接段,884.25,38.53,884.77,44.2,5.69,3.0,0.007846,110.6727,110.7044,22.058,22.0264,28.2833,28.2387
UAV-1-L441,UAV-1,D20,覆盖喷洒段,884.77,44.2,828.29,17.86,62.32,3.0,0.007846,110.7044,111.0506,22.0264,21.6802,28.2387,27.7497
UAV-1-L442,UAV-1,D20,覆盖连接段,828.29,17.86,824.49,21.52,5.27,3.0,0.007846,111.0506,111.0799,21.6802,21.6509,27.7497,27.7083
UAV-1-L443,UAV-1,D20,覆盖喷洒段,824.49,21.52,884.41,49.46,66.11,3.0,0.007846,111.0799,111.4472,21.6509,21.2836,27.7083,27.1896
UAV-1-L444,UAV-1,D20,覆盖连接段,884.41,49.46,883.32,54.38,5.04,3.0,0.007846,111.4472,111.4752,21.2836,21.2556,27.1896,27.1501
UAV-1-L445,UAV-1,D20,覆盖喷洒段,883.32,54.38,821.42,25.52,68.3,3.0,0.007846,111.4752,111.8546,21.2556,20.8762,27.1501,26.6142
UAV-1-L446,UAV-1,D20,覆盖连接段,821.42,25.52,819.01,29.83,4.93,3.0,0.007846,111.8546,111.882,20.8762,20.8488,26.6142,26.5755
UAV-1-L447,UAV-1,D20,覆盖喷洒段,819.01,29.83,881.57,59.0,69.02,3.0,0.007846,111.882,112.2654,20.8488,20.4653,26.5755,26.034
UAV-1-L448,UAV-1,D20,覆盖连接段,881.57,59.0,879.18,63.31,4.93,3.0,0.007846,112.2654,112.2928,20.4653,20.438,26.034,25.9953
UAV-1-L449,UAV-1,D20,覆盖喷洒段,879.18,63.31,817.24,34.43,68.34,3.0,0.007846,112.2928,112.6725,20.438,20.0583,25.9953,25.4591
UAV-1-L450,UAV-1,D20,覆盖连接段,817.24,34.43,816.14,39.34,5.04,3.0,0.007846,112.6725,112.7005,20.0583,20.0303,25.4591,25.4196
UAV-1-L451,UAV-1,D20,覆盖喷洒段,816.14,39.34,876.13,67.32,66.2,3.0,0.007846,112.7005,113.0682,20.0303,19.6626,25.4196,24.9002
UAV-1-L452,UAV-1,D20,覆盖连接段,876.13,67.32,872.35,70.99,5.26,3.0,0.007846,113.0682,113.0975,19.6626,19.6333,24.9002,24.8589
UAV-1-L453,UAV-1,D20,覆盖喷洒段,872.35,70.99,815.75,44.59,62.46,3.0,0.007846,113.0975,113.4445,19.6333,19.2863,24.8589,24.3689
UAV-1-L454,UAV-1,D20,覆盖连接段,815.75,44.59,816.23,50.24,5.68,3.0,0.007846,113.4445,113.476,19.2863,19.2548,24.3689,24.3244
UAV-1-L455,UAV-1,D20,覆盖喷洒段,816.23,50.24,867.71,74.25,56.8,3.0,0.007846,113.476,113.7915,19.2548,18.9393,24.3244,23.8787
UAV-1-L456,UAV-1,D20,覆盖连接段,867.71,74.25,861.89,76.96,6.42,3.0,0.007846,113.7915,113.8272,18.9393,18.9036,23.8787,23.8284
UAV-1-L457,UAV-1,D20,覆盖喷洒段,861.89,76.96,817.89,56.45,48.55,3.0,0.007846,113.8272,114.0969,18.9036,18.6339,23.8284,23.4475
UAV-1-L458,UAV-1,D20,覆盖连接段,817.89,56.45,821.51,63.56,7.98,3.0,0.007846,114.0969,114.1412,18.6339,18.5896,23.4475,23.3849
UAV-1-L459,UAV-1,D20,覆盖喷洒段,821.51,63.56,854.12,78.77,35.98,3.0,0.007846,114.1412,114.3411,18.5896,18.3896,23.3849,23.1025
UAV-1-L460,UAV-1,D20,覆盖连接段,854.12,78.77,838.55,76.94,15.68,3.0,0.007846,114.3411,114.4283,18.3896,18.3025,23.1025,22.9795
UAV-1-L461,UAV-1,D20,覆盖喷洒段,838.55,76.94,832.9,74.3,6.23,3.0,0.007846,114.4283,114.4629,18.3025,18.2679,22.9795,22.9306
UAV-1-L462,UAV-1,UAV-1,返航,832.9,74.3,500.0,465.28,513.5,6.0,0.0,114.4629,115.8893,18.2679,16.8415,22.9306,22.9306
UAV-2-L001,UAV-2,D25,飞行-区域间,500.0,465.28,593.92,490.65,97.29,6.0,0.0,0.0,0.2702,25.0,24.7298,30.0,30.0
UAV-2-L002,UAV-2,D25,覆盖喷洒段,593.92,490.65,612.17,499.17,20.14,3.0,0.006459,0.2702,0.3821,24.7298,24.6179,30.0,29.8699
UAV-2-L003,UAV-2,D25,覆盖连接段,612.17,499.17,576.36,487.9,37.54,3.0,0.006459,0.3821,0.5907,24.6179,24.4093,29.8699,29.6274
UAV-2-L004,UAV-2,D25,覆盖喷洒段,576.36,487.9,573.06,486.36,3.64,3.0,0.006459,0.5907,0.6109,24.4093,24.3891,29.6274,29.6039
UAV-2-L005,UAV-2,D25,覆盖连接段,573.06,486.36,577.61,488.48,5.01,3.0,0.006459,0.6109,0.6388,24.3891,24.3612,29.6039,29.5715
UAV-2-L006,UAV-2,D25,覆盖喷洒段,577.61,488.48,579.57,489.39,2.17,3.0,0.006459,0.6388,0.6508,24.3612,24.3492,29.5715,29.5575
UAV-2-L007,UAV-2,D25,覆盖连接段,579.57,489.39,615.6,506.19,39.75,3.0,0.006459,0.6508,0.8717,24.3492,24.1283,29.5575,29.3007
UAV-2-L008,UAV-2,D25,覆盖喷洒段,615.6,506.19,610.3,503.72,5.85,3.0,0.006459,0.8717,0.9042,24.1283,24.0958,29.3007,29.2629
UAV-2-L009,UAV-2,D25,覆盖连接段,610.3,503.72,570.81,490.74,41.57,3.0,0.006459,0.9042,1.1351,24.0958,23.8649,29.2629,28.9944
UAV-2-L010,UAV-2,D25,覆盖喷洒段,570.81,490.74,587.95,498.73,18.91,3.0,0.006459,1.1351,1.2402,23.8649,23.7598,28.9944,28.8722
UAV-2-L011,UAV-2,D25,覆盖连接段,587.95,498.73,604.33,511.79,20.95,3.0,0.006459,1.2402,1.3566,23.7598,23.6434,28.8722,28.7369
UAV-2-L012,UAV-2,D25,覆盖喷洒段,604.33,511.79,568.99,495.32,38.99,3.0,0.006459,1.3566,1.5732,23.6434,23.4268,28.7369,28.4851
UAV-2-L013,UAV-2,D25,覆盖连接段,568.99,495.32,566.88,499.76,4.92,3.0,0.006459,1.5732,1.6005,23.4268,23.3995,28.4851,28.4533
UAV-2-L014,UAV-2,D25,覆盖喷洒段,566.88,499.76,617.08,523.17,55.38,3.0,0.006459,1.6005,1.9082,23.3995,23.0918,28.4533,28.0955
UAV-2-L015,UAV-2,D25,覆盖连接段,617.08,523.17,615.82,528.01,5.0,3.0,0.006459,1.9082,1.936,23.0918,23.064,28.0955,28.0632
UAV-2-L016,UAV-2,D25,覆盖喷洒段,615.82,528.01,564.48,504.07,56.65,3.0,0.006459,1.936,2.2507,23.064,22.7493,28.0632,27.6973
UAV-2-L017,UAV-2,D25,覆盖连接段,564.48,504.07,561.78,508.24,4.97,3.0,0.006459,2.2507,2.2783,22.7493,22.7217,27.6973,27.6652
UAV-2-L018,UAV-2,D25,覆盖喷洒段,561.78,508.24,613.88,532.53,57.49,3.0,0.006459,2.2783,2.5977,22.7217,22.4023,27.6652,27.2939
UAV-2-L019,UAV-2,D25,覆盖连接段,613.88,532.53,611.27,536.75,4.95,3.0,0.006459,2.5977,2.6252,22.4023,22.3748,27.2939,27.2619
UAV-2-L020,UAV-2,D25,覆盖喷洒段,611.27,536.75,558.77,512.27,57.93,3.0,0.006459,2.6252,2.947,22.3748,22.053,27.2619,26.8877
UAV-2-L021,UAV-2,D25,覆盖连接段,558.77,512.27,555.45,516.14,5.11,3.0,0.006459,2.947,2.9754,22.053,22.0246,26.8877,26.8547
UAV-2-L022,UAV-2,D25,覆盖喷洒段,555.45,516.14,607.96,540.63,57.94,3.0,0.006459,2.9754,3.2973,22.0246,21.7027,26.8547,26.4804
UAV-2-L023,UAV-2,D25,覆盖连接段,607.96,540.63,603.84,544.14,5.41,3.0,0.006459,3.2973,3.3274,21.7027,21.6726,26.4804,26.4455
